name,age,height,weight,sex
James Parrish,52.0,1.85,107.2,M
Olivia Richardson,58.0,1.74,64.5,M
Mrs. Heather Miller MD,47.0,1.76,86.9,F
Melissa Smith,34.0,1.99,64.3,F
Jason Villanueva,66.0,1.98,58.4,M
Gabrielle Schwartz,37.0,1.61,85.8,F
Cynthia Case,65.0,1.91,55.5,F
John Robertson,42.0,1.6,91.1,F
Jennifer Wilkins,39.0,1.61,52.2,F
Cheyenne Chavez,30.0,1.84,57.5,F
Karen Hernandez,36.0,1.7,88.5,M
Brandon Stevens,66.0,1.97,91.4,M
Amy Ruiz,53.0,1.54,52.0,F
Faith Dickerson,29.0,1.76,90.1,F
Regina Nicholson,58.0,1.96,108.7,F
Robert Lowe,36.0,1.95,100.6,F
Wendy Hudson,29.0,1.58,59.2,M
Gerald Fisher,26.0,1.68,91.5,M
Joe Garrett,24.0,1.81,97.1,F
Chelsea Fox,45.0,1.58,52.6,F
Kristine Ortiz,31.0,1.98,109.9,F
Sharon Snyder,48.0,1.96,113.4,F
Stephanie Ball,69.0,1.58,109.5,F
Michelle Stewart,36.0,1.56,107.7,M
Jason Figueroa,64.0,1.54,102.1,M
Alison Jimenez,33.0,1.95,94.3,F
Rachel Preston,22.0,1.6,97.5,F
Kristopher Rich,52.0,1.71,106.4,M
Ann Wong,29.0,1.72,96.4,M
Melissa Spencer,42.0,1.8,72.9,M
Stephen Shaw,69.0,1.54,76.3,F
Betty Krause,38.0,1.61,112.8,M
Robert Berger,53.0,1.97,51.2,F
Sandra Pratt,40.0,1.95,98.9,F
Anthony Mcknight,33.0,1.89,116.8,M
Nathaniel Bishop,56.0,1.51,99.4,F
Jonathan Lawrence,62.0,1.66,119.6,M
Cynthia Collins,59.0,1.81,98.1,F
Greg Kaiser,56.0,1.64,52.4,M
Robert Fernandez,31.0,1.95,107.9,M
Taylor Harrison,48.0,1.82,69.9,M
Willie Juarez,22.0,1.54,81.2,M
Janet Wagner,52.0,1.95,71.8,F
Sean Romero MD,40.0,1.98,68.8,M
Rebecca Riley,46.0,1.54,80.2,M
Michael Robertson,60.0,1.77,76.5,M
Wayne Martinez,28.0,1.65,94.3,M
Patricia Parsons,35.0,1.7,106.9,F
Tyler Parker,64.0,1.59,70.8,M
Juan Morris,29.0,1.79,65.0,F
Thomas Jones,26.0,1.98,96.7,F
Denise Cobb,27.0,1.75,96.9,F
Jeremy Spencer,61.0,1.54,113.1,M
Jennifer Robertson,34.0,1.81,51.1,F
Alejandro Campos,55.0,1.67,109.7,M
Justin Parker,24.0,1.93,86.5,M
Melvin Larsen,63.0,1.72,93.5,M
Monica Campos,30.0,1.6,56.4,F
Jeremiah Burnett,57.0,1.6,80.3,M
Larry Vaughn,59.0,1.88,65.9,F
Gary Collier,26.0,1.63,67.8,F
Brandon Rollins,67.0,1.88,85.3,F
Mr. Alexis Dixon MD,44.0,1.6,106.9,F
Cassandra Peterson,19.0,1.66,102.1,M
Jenna Ibarra,22.0,1.73,91.4,M
Bradley Medina,46.0,1.97,87.8,M
Brett Humphrey,54.0,1.97,79.9,M
Antonio Burns,55.0,1.6,118.1,M
Tyrone Brown,36.0,1.68,89.2,F
Jeffrey Anderson,25.0,1.57,67.8,F
Jennifer Bush,65.0,1.75,66.1,F
Lisa Frye,62.0,1.73,92.8,M
James Malone,18.0,1.95,86.6,F
Lori Green,39.0,1.97,50.5,M
Jason Deleon,69.0,1.69,108.1,F
Bryan Galloway,34.0,1.75,99.3,F
Casey Owens,24.0,1.95,96.3,F
Jeffrey Snyder,42.0,1.9,54.8,M
Lisa Phillips,62.0,1.5,75.3,M
Andres Perry,21.0,1.66,115.5,M
April Baird,53.0,1.71,110.4,M
William Roberts,23.0,1.61,70.0,F
Veronica Jimenez,48.0,1.6,61.0,M
Kenneth Martinez,36.0,1.52,81.4,M
Arthur Hawkins,61.0,1.82,74.9,F
Sandra Dixon,56.0,1.63,97.8,
Rodney Butler,44.0,1.53,117.7,F
Matthew Short,27.0,1.62,75.4,M
Jillian Farmer,43.0,1.9,54.4,F
Sarah Wood,36.0,1.93,112.8,F
Bryan Jones,56.0,1.74,52.7,M
Ryan Harrison,20.0,1.71,116.7,F
Neil Brown,62.0,1.99,96.5,M
Tammy Montgomery,30.0,1.6,115.9,M
Ryan Evans,67.0,1.61,64.0,M
Julia Collins,45.0,1.65,52.8,F
Erika Humphrey,37.0,1.59,84.2,F
Amy Phelps,45.0,1.69,81.5,F
Molly Cox,25.0,1.96,73.2,M
John Sloan,58.0,1.81,117.0,F
Lori Martin,56.0,1.71,107.6,M
Michael Wyatt,18.0,1.97,96.3,F
Alicia Johnson,20.0,1.52,61.4,M
Jonathan Hill,30.0,1.61,101.4,M
Nicholas Anthony,45.0,1.78,100.9,M
Susan Jimenez,66.0,1.81,79.8,M
Daniel Blake,42.0,1.52,114.7,M
James Anderson,50.0,1.7,61.7,M
Amy Mills,55.0,1.82,68.7,M
Ryan Kim,23.0,1.85,54.4,M
Heather Hunter,61.0,1.82,105.7,M
Aaron Williams,62.0,1.66,93.5,M
Todd Wagner,49.0,1.55,72.0,M
Heather Howard,62.0,1.71,61.5,M
Christopher Wise,64.0,1.56,52.8,F
Rebecca Sanchez,38.0,1.97,61.7,F
Tony Hartman,33.0,1.74,81.7,M
William Benjamin,38.0,1.66,67.3,F
Brett Mullins,28.0,1.88,68.1,M
Kevin Baxter,54.0,1.75,111.3,F
Renee Fischer,53.0,1.66,86.1,M
Nancy Atkins,52.0,1.91,101.0,F
Richard Harper,36.0,1.93,52.5,M
Rachel Hill,37.0,1.84,75.6,F
Kimberly French,35.0,1.52,83.5,M
Cassandra Matthews,64.0,1.78,63.0,F
Timothy Allen,58.0,1.88,58.4,F
John Taylor,66.0,1.57,110.9,F
Allison Marshall,31.0,1.61,115.8,M
Zachary Diaz,32.0,1.94,55.5,F
Martha Foster,48.0,1.51,74.4,F
Jake Dominguez,18.0,1.88,117.1,M
Kristi Hicks,20.0,1.74,55.8,M
Thomas Guerrero,33.0,1.72,95.1,F
Melinda Hunter,40.0,1.5,118.1,M
James Carlson,28.0,1.91,118.5,F
Susan Turner,29.0,1.68,83.0,F
Timothy Wu,27.0,1.77,61.4,M
Perry Camacho III,49.0,1.84,64.1,F
Stephanie Conley,33.0,1.85,112.3,F
Jacob Cummings,25.0,1.98,113.8,M
Julie Hernandez,55.0,1.77,92.6,M
Emily Wang,29.0,1.7,103.6,F
Miss Erica Jones DDS,41.0,1.98,101.8,F
Mark Wood,45.0,1.82,96.3,F
Michelle Evans,25.0,1.65,107.9,M
Steven Johnston,45.0,1.56,98.0,F
Tyler Robbins,53.0,1.92,87.4,F
Kimberly Smith,43.0,1.68,66.6,F
Alexis Murphy,25.0,1.83,102.1,M
Michael Wilson,67.0,1.74,83.1,F
Craig Ray,45.0,1.6,70.6,F
Samuel Harrison,45.0,1.8,106.1,M
Alyssa Wong,54.0,1.53,98.8,M
Robert Gonzalez,58.0,1.71,115.6,F
Charles Nelson,53.0,1.77,61.6,M
Amanda Lutz,44.0,1.72,95.4,F
Richard Hansen,34.0,1.87,67.1,F
Abigail Valdez,26.0,1.91,113.3,M
Donna Sosa,50.0,1.89,57.0,F
Steven Green,37.0,1.52,95.9,F
Derek Nichols,30.0,1.6,105.4,F
Melissa Rocha,45.0,1.77,74.8,F
Nicole Hanson,65.0,1.97,116.8,F
Crystal Ramsey,46.0,1.92,109.6,M
Karen Bauer,30.0,1.92,70.6,F
Jessica Anderson,63.0,1.65,50.5,F
Andrew Mills,52.0,1.71,70.8,M
Kara Delacruz,23.0,1.74,69.7,M
Todd Ryan,35.0,1.58,112.3,M
Amy Morales,68.0,1.52,117.7,M
Thomas Jordan,22.0,1.97,54.9,M
Rachel Dillon,64.0,1.62,83.0,M
Ronald Santos,42.0,1.62,88.4,M
Angelica Daniels,19.0,1.54,56.5,M
Catherine Calhoun,27.0,1.96,76.4,F
Thomas James,47.0,1.79,72.2,F
Cynthia Howe,67.0,1.83,87.5,M
Jonathan Pittman,62.0,1.96,96.3,F
Renee Mann,22.0,1.67,99.2,F
Courtney Fuller,50.0,1.81,59.6,F
Matthew Bailey,18.0,1.52,106.9,F
Kirk Taylor,35.0,1.59,97.5,F
Samantha Hopkins,49.0,1.92,112.2,M
Amanda Patel,64.0,1.88,81.5,M
Dr. Kristopher Jefferson,66.0,1.68,112.6,F
Cristina Mccall,28.0,1.69,110.6,M
Tristan Weeks,38.0,1.77,80.7,F
Natalie Miller,43.0,1.5,76.7,F
George Meyer,42.0,1.62,115.3,F
Anthony Martin,39.0,1.6,100.1,M
Nicole Cox,44.0,1.63,115.0,F
Phillip Lane,66.0,1.9,105.8,F
Natalie Johnson,30.0,1.64,92.7,F
John Oconnor,50.0,1.6,58.1,M
Chelsea Zamora,51.0,1.75,70.4,F
Wendy Johnson,58.0,1.93,117.8,M
Amber Davis,52.0,1.62,72.4,F
Fernando Reid,18.0,1.54,56.5,F
Kevin Burch,38.0,1.68,99.5,F
Daniel Clark,65.0,1.87,101.4,M
Jason Delgado,23.0,1.78,70.0,F
Mark Hill,45.0,1.91,70.8,F
Nicolas Reese,34.0,1.98,82.8,F
John Rodriguez,22.0,1.9,51.5,F
Jessica White,48.0,1.8,105.3,F
Haley Campbell,22.0,1.75,72.2,F
Morgan Greer,55.0,1.52,109.8,M
Samuel Strickland,20.0,1.99,106.2,F
Sarah Moore,40.0,1.69,96.3,M
Sarah Kim,54.0,1.58,72.7,F
Ashley Reyes,54.0,1.83,86.1,M
Kimberly Schultz,27.0,1.64,81.1,F
Charles Bates,27.0,1.79,73.7,M
Tiffany Adams,36.0,1.79,109.4,F
Eric Collins,34.0,1.72,83.8,M
Tonya Johnson,38.0,1.92,108.3,F
Daniel Sawyer,31.0,1.63,57.4,M
Dylan Smith,26.0,1.72,59.9,F
Samantha Buchanan,63.0,1.77,118.4,F
Darren Jones,18.0,1.83,91.1,F
Michael Garcia,68.0,1.89,85.7,M
Yvonne Reeves,62.0,1.7,86.6,M
David Kirk,30.0,1.82,65.1,M
Deborah Carlson,21.0,1.58,100.3,F
Jesse Lowe,18.0,1.97,55.9,M
Tyler Mccoy,66.0,1.69,90.1,F
Kimberly Rodriguez,57.0,1.86,90.0,F
William Robinson,49.0,1.51,114.0,F
Ryan Williams,51.0,1.6,86.8,F
John Vargas,45.0,1.74,59.6,F
Terrence Campos,48.0,1.94,90.1,F
Shannon Bender,25.0,1.76,56.4,F
Elizabeth Rose,56.0,1.96,64.3,M
Taylor Hogan,43.0,1.74,52.2,M
Justin Rodriguez,51.0,1.75,85.9,F
Joseph Gomez,20.0,1.56,55.9,F
David Hall,67.0,1.9,82.9,M
Andrew Savage,29.0,1.62,115.3,F
Judy Ochoa,18.0,1.95,100.4,M
Anita Downs,61.0,1.96,55.4,F
William Adams,22.0,1.97,65.7,F
Dana Morris,47.0,1.76,97.2,M
Patricia Hoover,47.0,1.84,112.6,M
Hector Rice,34.0,1.89,52.3,F
Edward White,65.0,1.57,106.9,F
Carla Barber,64.0,1.8,89.3,M
Daniel Copeland PhD,40.0,1.52,88.2,M
Tamara Sparks,32.0,1.75,117.0,M
Denise Burch,54.0,1.58,102.3,F
Michael Phelps,38.0,1.59,109.5,M
Tonya Williams,31.0,1.68,74.8,F
Bradley Weiss,19.0,1.72,88.8,M
Elizabeth Dunn,28.0,1.81,93.1,M
Nicole Holmes,68.0,1.54,72.5,M
Latoya Gray,56.0,1.75,89.9,M
Erin Nichols,55.0,1.59,66.6,F
Edward Barajas,51.0,1.79,60.0,F
Robert Johnson,55.0,1.82,76.2,M
Danielle Reilly,67.0,1.78,101.8,F
Samantha Davis,51.0,1.87,114.1,F
Ian Schultz,35.0,1.67,82.0,F
Rebecca Burke,47.0,1.88,95.0,M
Alexandra Williams,32.0,1.72,57.2,M
Christian Escobar,44.0,1.74,113.3,F
Kenneth Gonzalez,68.0,1.82,89.8,M
Jeffrey Ramos,51.0,1.51,104.6,M
Gina Rodriguez,69.0,1.83,105.6,M
Chad Jones,55.0,1.81,68.0,M
Donald Woods,50.0,1.65,87.0,F
Brittany Greene,41.0,1.54,117.2,F
Mrs. Sheri Mitchell,32.0,1.55,56.3,M
Kristen Craig,47.0,1.96,97.8,F
John Rivera,59.0,1.84,117.4,F
Jason Lopez,68.0,1.56,71.0,F
Nicolas Fowler,34.0,1.68,110.3,F
Nicole Patrick,22.0,1.8,115.4,F
Christopher Love,46.0,1.92,102.3,M
Anthony Patton,21.0,1.52,66.2,F
Cassie Jones,27.0,1.62,73.4,F
Karen Cooley,34.0,1.94,52.5,M
Chris Garrett,27.0,1.5,108.2,M
Brooke Harris,34.0,1.6,109.5,M
James Booth,37.0,1.98,94.3,F
Natasha Berg,41.0,1.81,74.7,F
Brittany Gonzalez,22.0,1.63,55.4,M
Hector Hall,51.0,1.53,102.7,F
Michael Davis,23.0,1.51,100.9,M
Anthony Estes,19.0,1.62,113.9,M
Luke Franklin,30.0,1.94,101.1,F
Joshua Avila,60.0,1.71,108.0,M
Sara Simpson,60.0,1.86,102.2,F
Scott Fischer,65.0,1.96,94.1,M
Grace Mccarthy,28.0,1.7,79.9,M
Linda Williams,68.0,1.6,113.1,M
Patrick Hudson,64.0,1.76,95.6,F
Taylor Marsh,40.0,1.95,77.9,M
Jonathan Adams,33.0,1.9,55.8,M
Larry Villa,48.0,1.53,70.3,M
Diane Richardson,28.0,1.85,88.1,F
Sherry Cox,33.0,1.79,69.3,F
Lisa Hawkins,25.0,1.95,65.5,F
Brian Allen,21.0,1.56,86.9,F
Rebecca Peterson,57.0,1.77,61.9,F
Robert Coffey,21.0,1.94,106.0,M
Jamie Wilson,42.0,1.71,83.9,M
Christopher Reed,20.0,1.74,90.2,M
Andrew Boyd,49.0,1.54,60.3,M
Melanie Johnson,20.0,1.64,72.7,F
Jacqueline Herman,44.0,1.66,78.7,M
Benjamin Smith,46.0,1.97,106.6,F
Ms. Carol Buck,49.0,1.64,103.9,F
Seth Robinson,67.0,1.73,65.6,F
Ryan Sosa,68.0,1.84,93.1,M
Anthony Washington,36.0,1.58,67.0,F
Michele Cooper,38.0,1.74,119.2,M
Andre Jackson,22.0,1.87,116.6,F
Betty Liu,35.0,1.93,89.4,M
Elizabeth Guzman,45.0,1.81,98.9,M
Daniel Adams,59.0,1.83,106.1,F
Shannon Wilson,39.0,1.56,100.5,F
Donna Villanueva,38.0,1.97,99.0,M
Jennifer Cruz,23.0,1.57,117.1,M
Jackie Knight,18.0,1.89,91.8,F
Patrick Hernandez,22.0,1.63,94.5,F
Kara Wade,58.0,1.97,109.4,F
Dennis Kane,29.0,1.86,96.9,M
Rachel Singh,43.0,1.88,101.3,F
Nicholas Grant,63.0,1.61,66.4,M
Tonya Rodriguez,51.0,1.72,76.0,F
Tracy Day,66.0,1.81,60.3,F
Amanda Woodward,31.0,1.88,85.4,F
Robert Russell,43.0,1.55,81.9,M
Frederick Mercado,62.0,1.98,119.8,M
April Rice,44.0,1.95,92.8,M
Timothy Williams,26.0,1.64,105.1,M
Kenneth Smith,43.0,1.91,73.4,F
Teresa Mcgee,64.0,1.76,108.2,F
Misty Powers,39.0,1.73,93.1,F
Amy Park,64.0,1.66,98.8,M
Dalton Clements,47.0,1.79,70.6,M
Carol Moran,60.0,1.86,88.4,F
Kenneth Solomon,65.0,1.71,94.4,F
Debra Griffin,34.0,1.81,91.2,M
Misty Brewer,43.0,1.85,114.1,M
Holly Porter,53.0,1.86,112.9,M
Larry Chandler,18.0,1.53,118.0,M
Jacob Donaldson,25.0,1.93,96.7,F
Melinda Smith,66.0,1.73,118.0,M
Alison Ruiz,52.0,1.63,108.3,F
Catherine Wright,69.0,1.62,69.0,F
Susan Hoffman,32.0,1.74,79.9,F
Steven Harris,64.0,1.94,66.7,M
Mr. James Scott,39.0,1.69,50.3,F
Kimberly Hardy,31.0,1.87,63.2,F
Victoria Woodward,43.0,1.55,50.3,F
Christopher Johnson,45.0,1.74,100.4,M
Erin Walker,40.0,2.0,79.8,F
John Golden,31.0,1.89,71.9,F
Heather Grant,41.0,1.61,103.3,F
Olivia Watts,19.0,1.75,108.3,M
Terry Robles,62.0,1.62,118.3,M
Steven Smith,43.0,1.7,94.9,F
Kenneth Holland,31.0,1.89,82.3,F
Edgar Morris,68.0,1.89,71.4,M
Robert Gonzalez,24.0,1.61,65.6,M
Emily Acevedo,20.0,1.96,64.9,M
Jacqueline Gonzalez,64.0,1.8,78.6,F
Lisa Schroeder,40.0,1.69,119.4,M
William Tyler,63.0,1.75,50.1,M
Stacy Watkins,60.0,1.8,63.8,M
Carol Miller,64.0,1.78,63.2,M
Tiffany Kane,62.0,1.74,100.2,F
Crystal Kim,35.0,1.75,74.7,M
Sheri Johnson,55.0,1.59,82.0,F
James Jones,52.0,1.91,60.4,M
Abigail Gonzalez,68.0,1.77,78.3,F
Kathleen Nguyen,32.0,1.57,57.2,F
Gregory Figueroa,42.0,1.88,87.3,F
David Herrera,54.0,1.97,56.9,F
Deborah Williams,45.0,1.97,105.3,M
Joshua Lewis,27.0,1.68,89.7,F
Bryan Klein,56.0,1.57,100.7,F
Marissa Gomez,34.0,1.76,79.3,F
Sandra Ferguson,56.0,1.56,76.7,F
Jose Peterson,39.0,1.97,56.9,F
Emily Willis,43.0,1.59,86.7,M
Jenna Savage,61.0,1.63,86.0,F
Linda Murray,42.0,1.7,82.8,F
Pam Evans,34.0,1.69,101.8,F
David Oneill,30.0,1.9,108.3,F
Joshua Navarro,37.0,1.73,102.6,F
Jennifer Miller,42.0,1.59,60.1,M
Angela Harris,21.0,1.63,93.5,M
George Perez,27.0,1.75,55.6,M
Veronica Martin,20.0,1.57,98.6,F
William Moore,58.0,1.81,76.7,F
Alicia Foster,62.0,1.78,59.3,M
Pamela Gonzales,35.0,1.86,110.3,F
Gabrielle Rhodes,64.0,1.97,93.0,M
Gary Long,53.0,1.96,74.8,F
David Moreno,64.0,1.97,52.2,F
Amanda Greene,39.0,1.62,87.6,F
Matthew Johnson,51.0,1.57,114.6,M
Scott Ross,64.0,1.65,91.7,M
Marcus Harris,25.0,1.95,118.0,M
Joseph Walsh,57.0,1.99,59.6,M
Brian Dickerson,66.0,1.93,89.8,M
Jamie Wilson,61.0,1.56,105.9,M
Bradley Smith,36.0,1.97,86.8,F
Bill Sullivan,59.0,1.71,56.4,M
Sandra Watson,58.0,1.5,90.8,M
Cameron Green MD,54.0,1.72,92.8,M
Travis Giles,23.0,1.52,101.0,M
Ruben Campbell,69.0,1.77,103.3,F
Kayla Farrell,43.0,1.67,104.0,M
Kimberly Peterson,51.0,1.74,96.4,M
Benjamin Wells,62.0,1.81,65.1,M
Daniel Taylor,23.0,1.93,78.3,M
Nathaniel Thompson,54.0,1.83,104.3,F
Daniel Gross,50.0,1.72,116.7,F
Kathryn Stephens,39.0,1.91,55.5,F
Ryan Graham,38.0,1.95,87.5,M
Randy Randolph,23.0,1.56,71.9,M
Jill Moore,23.0,1.77,65.8,M
Christine Rios,65.0,1.64,85.4,F
Nicole Hernandez,21.0,1.52,92.4,F
Calvin Jones,47.0,1.83,50.7,M
Tiffany Pacheco,28.0,1.93,104.6,M
Robert Davidson,47.0,1.58,107.4,M
Daniel Fox,48.0,1.91,117.6,F
Joanne Harrison,41.0,1.93,62.6,M
Mrs. Tara Greene,26.0,1.96,91.6,F
Danielle Williams,20.0,1.63,79.9,F
Michael Juarez,68.0,1.95,73.4,F
Daniel Berg,48.0,1.66,89.6,F
Tyler Obrien,57.0,1.78,104.8,M
Monique Choi,54.0,1.53,51.6,F
Jessica Ramirez,53.0,1.52,117.9,M
Julia Chan,41.0,1.86,106.7,F
Julie Hernandez,48.0,1.72,102.6,M
Michele Ellis,23.0,1.63,103.2,F
Gary Ward,19.0,1.6,77.2,F
Nichole Combs,37.0,1.83,102.6,F
Lori Robertson,45.0,1.5,77.1,M
Whitney Meyer,28.0,1.9,112.9,F
Stacey Miles,21.0,1.54,62.4,F
Elizabeth Weaver MD,32.0,1.6,70.5,F
Robert Robinson,23.0,1.69,88.6,F
Joshua Gutierrez,66.0,1.74,72.3,M
Vincent Mills,47.0,1.68,79.7,M
Gregory Burton,55.0,1.66,84.5,M
William Barker,68.0,1.98,109.9,M
Courtney Williams,19.0,1.82,86.6,F
Melinda Preston,32.0,1.51,75.4,F
Jennifer Bates,28.0,1.72,67.3,F
Amanda Lopez,25.0,1.94,78.6,M
Andrea Knox,43.0,1.65,86.1,F
Bryan Clements,68.0,1.55,102.2,M
Heather White,62.0,1.88,58.5,M
Alexis Morgan,61.0,1.8,65.5,M
William Solis MD,22.0,1.79,76.6,F
Meagan Johnson,23.0,1.53,75.2,F
Sara King,43.0,1.57,77.4,F
April Christensen,21.0,1.81,105.5,M
Suzanne Norton,36.0,1.6,72.7,F
Bradley May,37.0,1.75,85.1,F
Christina Peterson,50.0,1.77,93.7,M
Dana Hunt,37.0,1.64,66.3,F
Megan Andrews,66.0,1.97,100.3,F
Jamie Nelson,29.0,1.92,88.3,M
Matthew Smith,64.0,1.86,81.3,M
Ricardo Stewart,18.0,1.54,106.7,F
Loretta Murillo,43.0,1.55,67.0,M
Mr. Kyle Ashley,31.0,1.75,111.8,F
Michael Jones,55.0,1.58,89.3,F
Dustin Woods,54.0,1.99,92.6,M
Albert Bennett,28.0,1.58,111.3,M
Kevin Foster,53.0,1.74,107.2,M
David Romero,30.0,1.68,92.1,M
Kevin Bowen,60.0,1.82,102.7,F
Nathan Campbell,20.0,1.56,80.3,M
Richard Wallace,50.0,1.72,88.3,M
Ashley Duncan,23.0,1.64,54.3,M
Cynthia Levine,67.0,1.94,56.3,M
Joseph Mcdowell,27.0,1.52,108.1,F
Robert Stewart,22.0,1.96,54.2,M
Madison Taylor,40.0,1.92,61.9,M
Jessica Adams,27.0,1.65,105.7,F
Marcus Perkins,61.0,1.89,50.1,M
Jordan Williams,19.0,1.52,69.8,F
Matthew Hill,30.0,1.98,90.9,F
Rachel Avery,57.0,1.76,91.7,F
John Huffman,19.0,1.65,104.4,F
Nicholas Russell,37.0,1.68,85.4,M
Alexander Ross,18.0,1.53,85.7,F
Brett Willis,54.0,1.99,100.8,M
Mrs. Debra Gibbs,26.0,1.52,84.9,F
Glenn Peterson,34.0,1.83,92.6,F
Alexander Miller,26.0,1.72,112.8,M
Jacob Thompson,28.0,1.97,78.1,M
Eric Fuller,32.0,1.62,77.0,F
Dr. Carrie Rivera,41.0,1.77,50.2,M
Anthony Williams,55.0,1.74,92.9,F
Zachary Farmer,52.0,1.85,52.1,M
Alex Mendoza,47.0,1.53,85.3,F
Laura Ray,48.0,1.6,106.3,M
Scott Mitchell,66.0,1.61,88.5,M
Allen Lynch,22.0,1.87,68.9,F
Mrs. Donna Williams,61.0,1.59,105.0,F
Jared Sandoval,67.0,1.79,68.9,F
Suzanne Bailey,31.0,1.61,101.3,M
Scott Coleman,28.0,1.93,92.7,M
Joseph Peters,26.0,1.97,61.9,F
Christine Gutierrez,51.0,1.76,113.4,M
Christopher Melendez,29.0,1.68,64.0,F
Ashley Fischer,52.0,1.62,119.3,M
Jennifer Tucker,52.0,1.52,50.5,M
Morgan Glass,18.0,1.63,68.4,M
Richard Warner,57.0,1.83,64.0,F
Bruce Nichols,39.0,1.77,51.0,M
Anthony Castro,46.0,1.97,101.3,M
Sarah Smith,25.0,1.7,98.5,M
Amber Crosby,28.0,1.85,105.5,M
George Carpenter,58.0,1.74,68.0,F
Kimberly Stone,54.0,1.76,81.1,M
Michelle Travis,31.0,1.63,96.1,M
Katrina French,47.0,1.73,80.8,M
Leslie Mcbride,52.0,1.74,98.8,M
Heather Cook,38.0,1.85,94.4,F
Diana Ayers,54.0,1.97,58.0,M
Robin Kelly,22.0,1.66,104.7,M
Patricia Ramirez,36.0,1.52,100.4,M
Kristin Oliver,31.0,1.75,95.9,M
Corey Haynes,43.0,1.77,60.9,F
Jessica Ward DVM,21.0,1.58,68.8,M
Shelley Johnson,42.0,1.88,77.5,M
Alison Weeks,62.0,1.99,69.6,F
Thomas Roth,59.0,1.97,65.9,M
Christina Smith,42.0,1.6,106.4,F
William Adams,35.0,1.94,94.7,M
Jeffrey Davis,57.0,1.85,89.6,M
Dawn Garza,25.0,1.73,65.8,M
Andrea Morris,56.0,1.77,114.3,M
Joseph Lopez,57.0,1.92,63.4,M
Kelly Williams,31.0,1.74,105.6,M
Sean Hurley,49.0,1.69,117.7,M
Sara Hickman,68.0,1.75,100.9,M
Adam Matthews,55.0,1.79,119.5,M
Daniel Davenport,50.0,1.59,95.6,M
Kenneth King,40.0,1.95,65.2,M
Kimberly White,32.0,1.84,64.3,M
Kathy Newton,50.0,1.82,72.7,F
Natalie Rodriguez,42.0,1.55,50.5,M
Whitney Ward,34.0,1.8,97.7,F
Brandon Rhodes,50.0,1.56,68.8,F
Bruce Coffey,64.0,1.54,107.1,M
Marvin Wilson,19.0,1.76,75.1,F
Zachary Lowery,31.0,1.7,83.6,M
Michelle Taylor,57.0,1.79,117.6,M
Jennifer Anderson,57.0,1.54,67.0,F
Paul Kirby,68.0,1.72,100.5,F
Anthony Delacruz,56.0,1.59,102.9,F
Megan Obrien,68.0,1.99,65.5,M
Ana Ward,23.0,1.78,85.1,F
Anthony Flores,23.0,1.84,74.5,F
Lynn Weeks,20.0,1.66,104.0,F
Robert Mueller,24.0,1.55,93.6,M
Brandon Garcia,68.0,1.99,83.3,M
Kimberly Banks,25.0,1.64,104.6,F
Samantha Adkins,59.0,1.71,66.5,F
Aimee Vazquez,69.0,1.82,102.8,F
Jesse Adams,32.0,1.51,110.6,F
Brandon Lopez,64.0,1.91,111.5,F
Frank Bennett,46.0,1.77,104.9,F
Jason Stone,50.0,1.64,78.6,F
Gregory Vazquez,69.0,1.53,118.7,M
Regina Figueroa,47.0,1.58,76.6,F
John Sloan,56.0,1.95,94.7,F
Laura Fritz,44.0,1.84,61.3,M
Daniel Osborn,53.0,1.62,118.6,F
Christopher Malone,46.0,1.53,99.3,M
David Duran,55.0,1.85,102.7,F
Mrs. Mary Mcneil,50.0,1.79,54.6,M
Stephanie Huang,54.0,1.7,103.4,F
Mary Estrada,44.0,1.68,104.2,F
Steven Kramer,50.0,1.61,97.0,M
Adam Webster,21.0,1.83,70.4,M
Benjamin Wright,39.0,1.99,84.3,M
Nancy Frye,19.0,1.59,57.7,F
Mary Hampton,27.0,1.8,83.0,F
Laura Little,22.0,1.71,67.1,F
James Price,27.0,1.72,74.4,F
Elizabeth Wong,50.0,1.63,61.4,F
Stacy Davis,55.0,1.91,66.1,M
Jenna Smith,30.0,1.74,55.4,F
John Shaw,48.0,1.77,114.4,M
Karen Poole,64.0,1.65,87.1,M
Curtis Perez,53.0,1.59,77.8,F
Darrell Roberson,62.0,1.54,87.5,F
Kevin Garcia,41.0,1.86,94.0,M
Zachary Coleman,69.0,1.6,114.5,F
Aaron Newman,32.0,1.85,62.5,M
Hannah Watkins,46.0,1.7,70.7,F
Stephanie Gibbs,25.0,1.71,118.3,M
Brian Mathews,22.0,1.73,76.0,F
Tommy Adams,46.0,1.68,51.6,F
Nicholas Mejia,64.0,1.55,60.3,F
Angela Daniel,21.0,1.65,51.8,M
Aaron Decker,29.0,1.83,119.3,F
Andrew Adams,62.0,1.83,69.5,M
Michelle Wilson,19.0,1.64,114.6,F
Eric Moreno,44.0,1.73,119.7,F
Maria Li,48.0,1.6,92.0,M
Amanda Diaz,68.0,1.61,52.3,M
Joshua Morales,68.0,1.51,55.7,M
Jeffrey Frazier,53.0,1.95,83.7,F
Randy Davis,53.0,1.61,78.4,F
Andrew Haley,43.0,1.61,92.4,F
Jon Joseph,60.0,1.64,80.7,F
Dale Mathews,44.0,1.56,115.4,F
Joshua Hudson,22.0,1.82,87.4,F
Manuel Garcia,37.0,1.54,98.6,F
